HS CODE	DESCRIPTION  / KEYWORD
310229	Ammonium dihydrogenorthophosphate
310229	Ammonium sulphate
310229	Diammonium hydrogenorthophosphate
310229	Magnesium potassium sulphate
310229	Monoammonium phosphate
310229	Potassium chloride
320290	Acid dyes
320290	Azoic dyes
320290	Colour lakes
320290	Enzymatic preparations
320290	Fluorescent brightening agents
320290	Glass frit
320290	Glass frit
320290	Mordant dyes
320290	Prepared opacifiers
320290	Quebracho extract
320290	Quebracho extract
320290	Reactive dyes
320290	Tanning cream
320290	Tanning extracts
320290	Tanning preparations
320290	Tanning solution
320290	Tanning solution
320290	Ultramarine preparations
320290	Vat dyes
320290	Vitrifiable enamels
320290	Vitrifiable glazes
320290	Vitrifiable glazes
320300	Food decorating color
320300	Food dye
320417	Quinacridone pigments
321390	Art color supplies
321390	Art color supplies
321390	Colours in sets
321390	Colours in sets
321390	Lacquer
321390	Paint bottle
321390	Paint jars
321390	Signboard painter colours
321390	Signboard painter colours
321410	Caulking compounds
321410	Grafting putty
321410	Non refractory surfacing preparations
321410	Resin cements
321590	Fountain pen ink
321590	Ink
321590	Pen ink
330119	Body oil
330119	Herbal oil
330119	Herbal oil
330119	Perume oil
330190	Resinoids
330590	Frizz control
330610	Teeth whitener
330610	Tooth whitener
330690	Denture fixative paste
330690	Denture fixative powder
330720	Deodorants
330749	Air freshener
330749	Balsam Sticks
330749	Incense
330749	Room perfume
330790	Bath oil
330790	Shave preparation
330790	Shaving cream
330790	Shaving cream
330790	Shaving preparation
330790	Shaving set
340120	Laundry soap
340290	Restrainers
340311	Anti corrosion preparations
340311	Anti rust preparations
340311	Lubricants
340311	Lubricating oil preparations
340311	Modelling pastes
340311	Mould release preparations
340311	Petroleum based lubricants
340420	Coachwork
340420	Dental
340600	Candle
340600	Taper
350190	Acrylic polymers
350190	Albumin
350190	Amylases
350190	Caseinates
350190	Polymers of vinyl acetate
350190	Rubber cement
360200	Detonating fuses
360200	Firelighter
360200	Fuels
360200	Matches
360200	Percussion caps
360200	Prepared explosives
360200	Pyrophoric alloys
360200	Pyrotechnic articles
360200	Safety fuses
370110	Dental x ray
370110	Dental x ray
370110	Medical x ray
370110	Photographic transmission machine paper
370120	Colour photography film
370120	Colour photography film
370120	Colour photography plates
370120	Instant print film
370120	Instant print film
370120	Photographic paper
370120	photographic sensitizing emulsions
370120	Photography equipment
370120	Photography equipment
370120	Polaroid film
370120	Print film
370120	Print film
370120	Sheet film
380190	Activated perlite
380190	Artificial graphite
380190	Carbonaceous paste
380190	Colloidal graphite
380190	Ester gums
380190	Furnace lining paste
380190	Gum turpentine oil
380190	Residual lyes
380190	Sulphate turpentine oil
380190	Sulphate turpentine oil
380190	Tall oil
380190	Wood creosote
380190	Wood naphtha
380190	Wood tar oils
380190	Wood turpentine oil
380850	Borate powder
380850	Disinfectant products
380850	Herbicides
380850	Insect Bait
380850	Insecticides
380850	Plant growth regulators
381590	Anti corrosive preparations
381590	Anti knock preparations
381590	Compound plasticizers for rubber
381590	Compound plasticizers for rubber
381590	Finishing agents
381590	Fire extinguisher charges
381590	Fire extinguisher charges
381590	Fire extinguishing grenades
381590	Fire extinguishing grenades
381590	Mixed alkylnaphthalenes
381590	Organic composite thinners
381590	Reaction accelerators
381590	Refractory cements
381590	Refractory concretes
381590	Refractory concretes
381590	Refractory mortars
381590	Soldering powder
381590	Varnish removers
381590	Viscosity improvers
381590	Welding paste
381900	Hydraulic transmission fluid
381900	Industrial monocarboxylic fatty acids
381900	Industrial monocarboxylic fatty acids
381900	Windshield fluid
390110	Polyisobutylene
390110	Polymers of propylene
390110	Polymers of propylene
391733	Garden hose
391733	Hose
392590	Bathroom set
392590	Bottle
392590	Cookware
392590	Cops
392590	Disposable gloves
392590	Door knob
392590	Foodsaver
392590	Lavatory cover
392590	Lavatory seat
392590	Lids
392590	Mattress covers
392590	Place mat
392590	Protective plate
392590	Shower
392590	Switch plate
392590	Venetian
392690	Crutch tip
392690	Hot water bottle
400110	Camel back strips
400110	Camel back strips
400110	Conveyor belt
400110	Factice
400110	Guayule
400110	Gutta percha
400110	Natural rubber latex
400110	Styrene butadiene rubber
401110	Inner tubes
401410	Dock fenders
401410	Erasers
401410	Roller
401410	Rubber bands
401410	Sheath contraceptives
401511	Gloves
401519	Clothing Gloves
401691	Padded flooring
401691	Rubber floor covering
401693	Bushings
401693	Gaskets
410120	Crust hides
410120	Leather
410120	Raw Skin
410120	Tanned hides
410120	Whole hide
411410	Chamois
411410	Patent laminated leather
420211	Backpack
420211	Beverage bags
420211	Briefcase
420211	Harley touring
420211	Holster
420211	Pouch
420211	School satchel
420211	Sleeve
420211	Stirrups
420211	Strap
420211	Travel bag
420211	Trunk
420219	Bookbag
420219	Holsters
420219	Instrument case
420219	Leash
420219	Luggage
420219	Musical instrument bag
420219	Pack
420219	Satchel
420219	Stampede
420219	Travel bag
420221	Purse
420229	Hand bag
420229	Handbag
420229	Soho Optic Linen Hobo
420231	Billfold
420231	Cigar case
420239	Cigar case
420239	Cigarette case
420239	Pocket book
420239	Pocketbook
420239	Tobacco pouch
420291	Knapsacks
420291	Messenger bag
420291	Packsacks
420291	Razor strop
420291	Tactical soms
420291	Tool bag
420292	Rucksack
420292	Tool bag
420292	Tool bag
420292	Tote bag
420292	Watch box
420310	Leather
430310	Fur
440110	Barrel
440110	Box pallets
440110	Briquettes
440110	Coniferous
440110	Faggot
440110	Lumber
440110	Particle board
440110	Particle board
440110	Sawdust
440110	Twigs
440110	Wafer board
440110	Wood Chips
441210	Veneer
441294	Battenboard
441400	Photograph frame
441400	Wooden frame
441510	Boxes
441510	Cable drum
441890	Cornice
441900	Cheeseboard
441900	Cutlery case
441900	Hanger
441900	Ladder
441900	Pepper grinder
441900	Pepper shaker
441900	Rolling pin
441900	Tool handle
442010	Statuette
442090	Box
442190	Casket
442190	Wood carving
480100	Newsprint
480100	Wood pulp
480100	Wood pulp
480630	Corrugated
480630	Crinkled
480630	Greasproof
481490	Wall paper
481490	Wallpaper
481720	Card
481720	Filter paper
481720	Fluting paper
481720	Paper cup
481720	Paper dish
481720	Paper plate
481720	Paper tray
481720	Postcard
481720	Sanitary napkin
481890	Facial
481890	Sanitary
482010	Form
490700	Bond certificates
490700	Postage
490700	Stamp paper
491191	Football cards
491191	Hockey cards
491199	Tickets
500790	Yarn
520299	Yarn
530129	Knitting item
530129	Knitting supplies
530129	Knitting tool
530129	Knitting tool
540120	Woven fabrics
560121	Baler twine
560121	Cord thread
560121	Cordage twine
560121	Felt
560121	Gimped yarn
560121	Knitting yarn
560121	Rubber thread
560121	Rubber thread
560121	Tassel
560121	Textile flock
560811	Slackline
560811	Slackline kit
570232	Rug
570500	Carpet
580190	Aubusson
580190	Flanders
580190	Hand woven tapestries
580190	Hand woven tapestries
580190	Needle worked tapestries
580190	Terry cloth
580190	Terry towelling
580190	Weft pile fabrics
610190	Overcoat
610310	Ensemble
610310	Pettiskirt
610310	Shorts
610310	Strapless
610729	G string
610729	Intimates
610729	Lingerie
610729	Neglige
610729	Nightshirt
610729	Polo
610729	Sleepwear
610729	Under garment
610990	Long sleeve
610990	Short sleeve
610990	T shirt
610990	Tank top
610990	Tee shirt
610990	Tshirt
611011	Clothing
611011	Turtle neck
611011	V neck
611011	V neck
611219	Athletic wear
611219	Bathing suit
611219	Bikini
611219	Hip hugger
611219	Hoody
611219	Motorcycle ware
611219	Ski pants
611219	Speedo
611219	Swim shorts
611219	Tracksuit
611510	Panty hose
611510	Panty hose
611510	Pantyhose
611510	Stockings
611780	Belt
611790	Cycling short insert
611790	Protective suit
620111	Anorak
620111	Cape
620111	Cloak
620111	Overcoat
620111	Rain coat
620112	Jacket
620112	Poncho
620112	Rain coat
620113	Anorak
620113	Cape
620113	Cloak
620113	Rain coat
620113	Smock
620311	Bloomer
620311	Pants
620311	Pettiskirt
620311	Shorts
620311	Strapless
620343	Bloomer
620343	Breeches
620343	Pants
620343	Shorts
620343	Strapless
620349	Boot cut
620349	Flare leg
620462	Flare leg
620462	High rise
620520	Long sleeve
620520	Off the shoulder
620520	T shirt
620520	Tank
620520	Tee shirt
620520	Tricot
620590	Long sleeve
620590	Off shoulder
620590	Short sleeve
620610	Shirt
620620	Blouson
620630	Bathrobe
620630	G string
620630	Panties
620630	Romper
620630	Slip
620630	Thong
620630	Underpants
620630	Vest
620920	Echo shells
620990	Cloth
620990	Clothing
620990	Tshirt
620990	Underwear
621112	Active wear
621112	Athletic clothing
621112	Athletic clothing
621112	Bandeau
621112	Body suit
621112	Hip hugger
621112	Hoodie
621112	Jumpsuit
621112	Motorcycle wear
621112	Ski pants
621112	Ski suit
621112	Ski wear
621112	Snow pants
621112	Snow suit
621112	Swim shorts
621112	Track suit
621133	Clothing
621133	Vestment
621143	Saris
621210	Bra
621210	Garters
621210	Suspenders
621290	Armband
621410	Scarves
621420	Mantillas
621590	Bow
621590	Bow tie
621590	Bowtie
630190	Cotton sheet
630190	Cotton sheet
630190	Crib sheet
630190	Drapes
630190	Electric blanket
630190	Electric blanket
630190	Floor cloth
630190	Pillow case
630190	Pillow sham
630190	Pneumatic mattress
630190	Tablecloths
630190	Window curtain
630619	Camping goods
630619	Landcraft sail
630619	Tarpaulin
630619	Tent
630790	Climbing harness
630790	Evacuation system
630790	Face mask
630790	Mountain harness
630790	Mountain harness
630790	Moving straps
630790	Rag
630900	Cables
630900	Rope
631090	Rags
640110	Cleats
640110	Flipflops
640110	Loaffer
640110	Slippers
640219	Boots
640219	Cleats
640219	Espadrille
640219	Flipflops
640219	Loaffer
640219	Shoes
640359	Booties
640359	Boots
640359	Espadrille
640359	Flipflop
640359	Sandal
640590	Mocassins
640610	Sole
650610	Headgear
670210	Foliage
670210	Fruit
680210	Roofing granules
680291	Marble
680293	Granite
680300	Roofing slate
680911	Plaster
681019	Artificial stone
681291	Asbestos cement
681291	Asbestos cement
681291	Cellulose fibre cement
681291	Cellulose fibre cement
681291	Cellulose fibre cement
681320	Brake lining
681320	Brake lining
681320	Brake pads
681591	Chromite
690490	Ceramic
690490	China
690510	Roofing tile
690510	Roofing tile
690590	Chimney ornaments
690600	Conduit
690600	Pipe fitting
690890	Glazed flags
691090	Bathroom fixture
691090	Bathroom fixture
691090	Ceramic sink
691090	Ceramic sink
691090	Sanitary fixture
691090	Toilet bowl
691090	Urinal
691090	Wash basin
691200	Cup
691200	Decorative planters
691200	Kitchenware
691200	Mug
691200	Teapot
691200	Toilet articles
691310	D cor articles
691310	Figuren
691310	Figurine
691310	Porcelain figurine
691490	China Porcelain
691490	Stone ware
700239	Glass items
700910	Rear view mirror
700910	Rear view mirror
700910	Rearview mirror
700910	Side view mirror
700910	Sideview mirror
701399	Boot
701399	Decorative hardware
701399	Decorative ware
701399	Drinking glasses
701399	Glass decoration
701399	Glass ornament
701399	Glass vase
701399	Glass ware
701399	Glassware
701510	Seeing glasses
701690	Glass form
701690	Glass panel
701690	Glass plate
701690	Window panel
701810	Rosary
710110	Precious stone
710110	Quartz
710110	Ruby
710110	Sapphire
711311	Jewellery
711311	Jewlery
711411	Silver ware
711411	Sterling
711711	Cuff link
711711	Cufflink
711711	Wrist cuff
711719	Money clip
730719	Coupling
730719	Tube fitting
730830	Girders
730830	Iron post
730830	Railing
730830	Steel ceiling
730830	Steel post
730830	Steel siding
730900	Hot water tank
730900	Hot water tank
730900	Steel drum
730900	Steel tank
730900	Steel vat
730900	Vacuum tank
731100	Compressed gas
731290	Fencing
731290	Wire
731290	Wire cloth
731419	Anchor
731419	Bee trap
731419	Chain link
731700	Coach screws
731700	Drawing pin
731700	Drawing pin
731700	Steel nail
731700	Steel washers
731940	Crochet hooks
731940	Knitting needles
731940	Springs
731940	Tapestry kit
732111	BBQ
732111	Domestic appliance
732111	Gas rings
732111	Grill
732111	Top surface panel
732119	Appliances
732119	Flame Tamer
732219	Hot air distributors
732219	Hot air distributors
732219	Radiator
732310	Polishing pad
732310	Scouring
732310	Scouring gloves
732310	Scouring pads
732310	Scouring pads
732393	Basket
732393	Bread box
732393	Caniste
732393	Cookie jar
732393	Iron box
732393	Iron pan
732393	Iron pot
732393	Iron pot
732393	Pots
732393	Samovar
732393	Stainless cookware
732393	Steel cooking utensil
732393	Steel tray
732490	Stainless steel bottle
732490	Stainless steel bottle
732620	Firefighting equipment
732620	Hopper
732620	Lunch box
732620	Material handling equipment
732620	Stamping parts
732620	Steel belt
732620	Steel hanger
732620	Tool box
740100	Brass
740100	Copper foil
740100	Copper pipes
740100	Copper wire
740100	Copper wire
740100	Copper zinc base alloys
740100	Copper zinc base alloys
740100	Slabs
741910	Copper
780199	Lead flakes
780199	Lead foil
780199	Lead foil
780199	Lead sheets
790700	Building components
790700	Zinc discs
790700	Zinc gutters
790700	Zinc pipe fitting
800300	Tin bars
800300	Tin profiles
800300	Tin rods
800300	Tin rods
800300	Tin wire
811299	Alloy steel
811299	Alloy steel
811299	Bismuth
811299	Gallium
811299	Tantalum
811299	Titanium
811299	Zinc
820110	Spade
820130	Axes
820130	Bill hook
820130	Hewing tool
820130	Livestock branding iron
820130	Pick
820130	Sledge hammer
820150	Carbide inserts and bits
820150	Forged forks
820150	Hedge shears
820150	One handed pruners
820150	Portable butane hair curler
820150	Portable butane hair curler
820150	Post hole digger
820150	Pruning hook
820190	Forestry tool
820190	Grape crusher
820190	Hoe
820190	Mattock
820190	Razor blade
820210	Hand operated spanners
820210	Hand operated spanners
820210	Pipe wrench
820210	Wrench
820220	Slitting
820320	Bolt Croppers
820320	Bolt Croppers
820320	Choppers
820320	Cutting plier
820320	Erasing knives
820320	Erasing knives
820320	File
820320	Household tool
820320	Household tool
820320	Interchangeable spanner sockets
820320	Interchangeable spanner sockets
820320	Kitchen Cleavers
820320	Manicure set
820320	Mincing knives
820320	Nail cutter
820320	Nail files
820320	Pedicure instruments
820320	Pedicure sets
820320	Track tool
820320	Wood working auger
820510	Anvils
820510	Carving knives
820510	Drilling tool
820510	Fixed blade knives
820510	Fixed blade knives
820510	Frinding wheels
820510	Gouges
820510	Planes
820510	Portable forges
820510	Wood working cutting tool
820559	Piano repair kit
820559	Piano repair kit
820570	Cobalt therapy units
820570	Oxygen administering apparatus
820570	Oxygen administering apparatus
820790	Carbide tipped
820790	Clay spades
820790	Portable power tools
820790	Portable power tools
820790	Star drills
820790	Vacuum cleaners nozzle
820890	Agricultural machinery
820890	Food industry machine
820890	Forestry machine
820890	Kitchen appliances
820890	Lawn mowers
820890	Mechanical appliances
820890	Parks mower
820890	Sports grounds mower
820890	Wood working
820890	Wood working
821000	Slice
821000	Vita mix blender
821000	Vitamix
821000	Wine opener
821110	Cake servers
821110	Kitchen tool
821110	Santoku
821110	Steak flatware
821110	Sugar tongs
821110	Table cutlery
821110	Table cutlery
821110	Tableware
821110	Utility blade
821193	Pocket survival kit
821193	Swiss army knife
821300	Scissors
830110	Keys
830110	Lock
830210	Boat parts
830210	Knob
830210	Marine equipment
830210	Mountings
830210	Skeg guard
830241	Drapery poles
830241	Drapery rods
830241	Drapery track
830241	Window hardware
830250	Hat pegs
830250	Hat pegs
830300	Armoured safe
830300	Filing cabinets
830300	Indexing tags
830300	Letter corners
830300	Loose leaf binders
830300	Office equipment
830300	Office stamp stands
830300	Paper trays
830300	Reinforced safe
830300	Reinforced safe
830300	Safe deposit
830300	Strong box
830300	Strong rooms
830610	Wind chimes
830890	Buckles
830890	Crown corks
830890	Metal beads
830890	Metal screw caps
830890	Rivets
831000	Address plates
831000	Address plates
840140	Condensers
840140	Gas generators
840140	Gas recoverers
840690	Blade diaphragms
840690	Spindle discs
840999	Air conditioning machines
840999	Air conditioning machines
840999	Furnace burner
840999	Pump
840999	Refrigerating unit
841381	Turbine pump
841381	Water pump
841381	Water system pump
841451	Floor fan
841451	Personal fan
841460	Hood fan
841460	Water heater
841810	Freezer
841810	Refrigerator
842121	Water purifier
842310	Baby scale
842310	Fire extinguishers
842310	Household scale
842310	Jacks
842310	Personal weighing machines
842310	Weighing machines
842959	Mechanical shovels
842959	Scrapers
842959	Shovel loaders
842959	Shovel loaders
843020	Mower
843020	Seeders
843020	Transplanters
844319	Flexographic machine
844319	Gravure machine
844319	Lexmark
844319	Printer accessories
844319	Printing machinery
844790	Knitting machine
845019	Laundry machine
845019	Laundry machine
845019	Washing machine
846620	Magnetic chuck
846722	Chain saws
846722	Circular saws
846722	Circular saws
846722	Jig saw
846722	Saber saw
846722	Saber saw
847149	Control server
847149	Controller
847170	Cable
847170	Computer
847170	Computer parts
847170	Computer tuner
847170	Hard disk
847170	Magnetic tape drive
847170	Portable computer
847330	Mouse pad
850110	Electric generator
850110	Vacuum motor
850440	Battery charger
850440	Charger
850610	Air zinc
850610	Air zinc
850610	Electric accumulators
850819	Vacuum
850940	Food grinders
850940	Ice cream maker
850940	Kitchen appliance
850940	Small appliance
850940	Small appliance
850980	Clarisonic
850980	Cleansing system
850980	Cleansing system
850980	Microderm system
850980	Microderm system
851110	Alternators
851110	Electrical ignition
851110	Glow plug
851110	Sparking plugs
851110	Transverter
851310	Flashlight
851310	Safety lamp
851629	Electric space heater
851629	Electric space heater
851629	Heater
851650	Bread makers
851650	Bread makers
851650	Microwave oven
851650	Roaster
851660	Cooking range
851660	Stove
851671	Coffee maker
851671	Keurig
851671	Soy machine
851671	Tassimo
851671	Tea maker
851672	Toaster
851679	Hair steamer
851679	Hair steamer
851712	Answering machine
851712	Facsimile
851712	Fax machine
851712	Modems
851712	Telephone headset
851761	i pad
851761	i pod
851821	Speaker parts
851981	CD player
851981	Compact disc players
851981	Compact disc players
851981	DVD player
851981	DVD player
851981	Laser video disc players
852329	Discs
852329	DVD
852329	Magnetic tape
852329	Microsoft
852329	Video recording
852329	Video tape
852329	Vinyl record
852352	Smart card
852580	Camcorder
852580	Radio navigational aid
852580	Radio navigational aid
852580	Radio parts
852580	Stereo
852580	Stereo tuner
852580	Television cameras
852580	Television cameras
852580	TV lamp
852580	TV parts
852580	Video camera
852692	Clicker
852692	Remote control
852871	Television receiver
852872	TV
853110	Burglar alarm
853110	Fire alarm
853939	Fluorescent light
853990	Filament
854442	Power bar
854442	Power cord
860900	Rail locomotive
860900	Tramway
870810	Barrier fluid
870810	Belly pan
870810	Carburater
870810	Coding plug
870810	Cooloing system
870810	Door blade
870810	Door edge guard
870810	Dual gauge
870810	Spoiler
870829	Floor mat
870840	Axle
870840	Engine
870840	Gear
870840	Gear box
870840	Gear box
870840	Non driving axles
870840	Parking brake cable
870840	Pitman Arm
870840	Steering box
870840	Steering box
870840	Steering column
870840	Transmission
870870	Hub cap
870870	Locking ring
870870	Wheel hub
870880	McPherson strut
870880	Shock absorber
870880	Suspension system
870892	Exhaust pipe
870892	Radiator
870894	Steering box
870894	Steering box
870894	Steering column
870894	Tie rod assembly
870894	Tie rod assembly
870895	Airbag
870895	Inflator system
870899	Cadillac
870899	Chrysler
870899	Dodge
870899	Ford
870899	Jeep
870899	Toyota
870899	VW
871200	Bicycle
871200	Bike
871410	Barrier fluid
871410	Brake booster hose
871410	Brake booster hose
871410	Clutch
871410	Day lights
871410	Door edge guard
871410	Drive
871495	Car saddle
871495	Handlebar
871500	Buggy
871500	Stroller
880400	Rotochutes
890399	Jet ski parts
890399	Jet wave blaster
890399	Jet wave runner
890399	Jetski
890399	Jetski parts
890399	Kayak
890399	Personal watercraft
890399	Personal watercraft parts
900130	Camera lense
900130	Lens
900130	Optical device
900130	Optical device
900130	Optical fibre
900130	Photographic enlarger
900130	polarizing material
900130	Prescription lense
900130	Prescription lense
900319	Eye wear
900319	Glasses
900319	Goggles
900319	Spectacle mounting
900319	Vision glasses
900319	Vision glasses
900630	Camcorder
900630	Canon
900691	Camera attachments
900691	Camera part
900691	Camera shutters
900691	Stand
900691	Tripod
901060	Laser
901060	Projection screen
901410	Geographical positioning system
901410	Geographical positioning system
901410	Navigational appliance
901540	Geophysical
901720	Sliding tool
901730	Caliper
901730	Callipers
901780	Tape measure
902190	Artificial respiration
902190	Breathing apparatus
902190	Breathing apparatus
902190	Crutches
902190	Dental
902511	Barometer
902511	Measurement device
902511	Pressure measuring instrument
902511	Pyrometer
903020	Oscilloscopes
903020	Spectrum instrument
910119	Electronic clock
910119	Stop watch
910119	Watch
910390	Table clock
910511	Alarm clock
910511	Alarm clock
910511	Wall clock
911310	Watch band
911310	Watch strap
920290	Mandolin
920290	Ukulele
920590	Clarinet
920590	Clavichord
920590	Cymbal
920590	Drum head
920590	Drum head
920590	Drum sets
920590	English horn
920590	English horn
920590	Flute
920590	Handbell
920590	Keyboard pipe organ
920590	Mouth organ
920590	Musical instrument
920590	Musical instrument
920590	Musical instrument part
920590	Musical parts
920590	Piccolo
920590	Recorder
920590	Trumpet
920710	Electric guitar
920710	Electric guitar
920710	Electric organ
920710	Orchestral chimes
920710	Synthesizer
920710	Xylophones
920810	Animal call
920810	Call horn
920810	Duck call
920810	Fairground organ
920810	Musical saw
920810	Whistles
920991	Bridle leather
920991	Bridle wire
920991	Centre brass pin
920991	Damper socket
920991	Dowel wire
920991	Dowel wire
920991	Hitch pin
920991	Key pin
920991	Lifter wire
920991	Lifter wire
920991	Paper punching
920991	Piano spoons
920991	Tuning pin
920999	Metronome
920999	Pitch pipe
930110	Flame throwers
930110	Grenade launchers
930110	Guns
930110	Howitzers
930110	Rifle
930110	Rocket launchers
930110	Rocket launchers
930110	Torpedo tubes
930110	Weapons
930200	Pistols
930200	Slide action shotgun
930200	Sporting rifle
930200	Sporting rifle
930200	Sporting shotgun
930330	Bolt action
930330	Bolt action rifle
930330	Hunting rifle
930330	Hunting rifle
930330	Sporting rifle
930330	Target shooting rifle
930330	Target shooting rifle
930390	Semi automatic calibre rim fire
930591	Breeches
930591	Rifle barrels
930629	Firearm
930629	Gun
930690	Mines
930700	Scabbards
940120	Car seat
940120	Stroller carseat
940151	Furniture
940430	Sleeka lite
940430	Sleeping kit
940430	Sleeping kit
940490	Comforter
940490	Duvet
940490	Eiderdown
940490	Quilt
940510	Ceiling lighting fixture
940510	Chandelier
940510	Chandelier lamp
940510	Light
940510	Sconce
940510	Spot light
940510	Wall lamp
940510	Wall lighting fixture
940530	Christmas lights
950300	Airplain
950300	Airplane
950300	Art supplies
950300	Auto
950300	Battery powered
950300	Bead bracelets
950300	Board game
950300	Child
950300	Craft embellishments
950300	Craft kit
950300	Die cast
950300	Die cast kit
950300	Doll
950300	Doll accessories
950300	Doll clothes
950300	Doll parts
950300	Felting animal
950300	Figurine
950300	Handcrafted
950300	Mainblade
950300	Marlin item
950300	Muppets
950300	Part
950300	Parts
950300	Pedal car
950300	Plain
950300	Plastic
950300	Plush animals
950300	Puppet
950300	Push pull
950300	RC
950300	Reduced size
950300	Scrapbook supplies
950300	Scrapbooking supplies
950300	Skipping rope
950300	Teddy bear
950300	Teddy bear
950300	Teddybear
950300	Train set
950300	Vehicle
950300	Vintage
950300	Wagon
950440	Card game
950450	Atari
950450	Game console
950450	Nintendo
950450	PS3
950450	Wii
950490	Hand held game
950629	Diving gear
950629	Scuba accessories
950629	Water skis
950639	Ball
950639	Part
950659	Ping pong
950659	Ping pong
950662	Badminton ball
950662	Badminton ball
950662	Bowling ball
950662	Croquet ball
950662	Football
950662	Racketball
950662	Tennis ball
950670	Ice skates
950670	In line skates
950670	Skating
950691	Stairclimber
950691	Yoga toes
950691	Yoga toes
950691	Yogatoes
950699	Badminton birds
950699	Badminton birds
950699	Baseball bat
950699	Clay pigeon
950699	Clay target thrower
950699	Cricket bats
950699	Cricket leg pads
950699	Cricket leg pads
950699	Face mask
950699	Goalie equipment
950699	Hip guard
950699	Hockey equipment
950699	Hockey equipment
950699	Hockey stick
950699	Huntung target
950699	Knee guard
950699	Mountaineering
950699	Outdoor game
950699	Protective gear
950699	Shin guard
950699	Shin guard
950699	Shin pad
950699	Shoulder pad
950699	Softball bat
950699	Softball bat
950699	Split swivel
950699	Sport equipment
950699	Sporting good
950699	Wading pool
950699	Waist pad
950710	Fish hook
950710	Fish jiggers
950710	Fish net
950710	Fish reel
950710	Fishing equipment
950710	Fishing equipment
950710	Fishing part
950710	Fishing reel
950710	Fishing reels
950710	Fishing sinkers
950890	Amusement ride device
950890	Fairground amusement
950890	Swing
950890	Travelling circus
950890	Travelling menageries
960110	Ivory articles
960110	ivory carving
960190	Mother pearl
960190	Stearin
960200	Animal carving material
960200	Animal moulding
960200	Antler
960200	Bone
960200	Coral
960200	Mother pearl
960200	Tortoise shell
960200	Wax
960310	Air brush
960310	Artist brush
960310	Artist brush
960310	Eyelash brush
960310	Nail brush
960310	Nail brush
960310	Shaving brush
960310	Squeegees
960310	Toilet brush
960310	Toothbrush
960400	Hand riddles
960400	Hand sieves
960400	Hand sieves
960621	Button blanks
960621	Button moulds
960621	Slide fasteners
960810	Drawing charcoals
960810	Markers
960810	Pencil leads
960810	School material
960810	Stylograph pens
960810	Writing
961000	Drawing board
961000	Drawing slate
961000	Drawing slate
961000	Writing board
961000	Writing surface
961100	Embossing stamp
961100	Label stamp
961100	Label stamp
961100	Numbering stamp
961100	Rubber stamp
961100	Rubber stamp
961400	Cigar holder
961400	Lighters
961400	Pipe bowls
961400	Smoking pipes
961511	Barrette
961511	Combs
961511	Curling grips
961511	Hair accessories
961511	Hair elastics
961511	Hair slides
961511	Head band
961610	Cosmetic pads
961610	Powder pads
961610	Powder puff
961800	Lay figures
961800	Window dressing display
970110	Art
970110	Artwork
970110	Collage
970110	Decorative plaque
970110	Engraving
970110	Lithograph
970110	Pastel art
970110	Pastel art
970110	Postage stamp
970110	Stamp postmark
970110	Stamp postmark
970110	Statue
970500	Botanical
970500	Numismatic
970600	Antique
970600	Vintage
970600	WWI
981700	Award
981700	Medals
981800	School
989800	Ammunition magazine
989800	Automatic firearm
989800	Automatic gun
989800	Automatic gun
989800	Constant companion
989800	Constant companion
989800	D guard knives
989800	Ee Cheol Bong
989800	Fighting Chain
989800	Fighting Chain
989800	Folding knife
989800	Folding knife
989800	Gun magazine
989800	Kit Rae Fang Baelin
989800	Kiyoga Baton
989800	Kusari
989800	Liang Ji Gun
989800	Liang Ji Gun
989800	Military gun
989800	Nunchaku
989800	Replica firearm
989800	Sanjiegun
989800	Short barrelled firearm
989800	Short barrelled firearm
989800	Short barrelled gun
989800	Short barrelled handgun
989800	Short barrelled rifle
989800	Shuriken
989800	Slapjack
989800	Slappers
989800	Speed safe knife
989800	Starter pistols
989800	Steel cobra
989800	Tear gas
989800	Tear gas
989800	Torsion bar assisted knife
989800	Torsion bar assisted knife
989800	Yaqua blowgun
280300	Bromine
280300	Helium
280300	Hydrated silica
280300	Hydrogen chloride
280300	Hydrogen fluoride
280300	Iodine
280300	Nitric acid
280300	Oxygen
280300	Polyphosphoric acids
280300	Scandium
280300	Silicon
281290	Caustic potash
281290	Caustic potash
281290	Phosphorus trisulphide
282590	Chloride
282590	Iron
282590	Silicon
282590	Strontium
282619	Aluminum fluoride
282619	Fluoroaluminates
282619	Fluorosilicates
282619	Hypochlorite
282619	Potassium bromide
282619	Sodium bromide
282619	Synthetic cryolite
282619	Synthetic cryolite
282739	Barium chloride
282739	Nickel
282739	Stannous
282739	Titanium tetrachloride
282739	Uranium
282990	Alums
282990	Dithionites
282990	Nitrates
282990	Perchlorates
283699	Borate
283699	Borax
283699	Hypophosphite
283699	Oxometallic
283699	Perborates
283699	Peroxocarbonate
283699	Peroxometallic acids
283699	Phosphate
283699	Phosphite
283699	Phosphonate
284390	Azides
284390	Colloidal precious metal
284390	Liquid air
284390	Nitrides
284390	Phosphides
284390	Silicides
284440	Deuterium oxide
284440	Radioactive
284440	Uranium
284700	Hydrogen peroxide
290129	Bromochlorodifluoromethane
290129	Carbon tetrachloride
290129	Cyclane
290129	Cyclohexane
290129	Dichlorobenzene
290129	Dichloropentafluoropropanes
